timestamp,pair,breakout_fired,vol_spike_fired,mr_touch_fired
2025-12-14T06:25:54.830266+00:00,BTCUSDT,0,1,0
2025-12-14T06:25:54.830266+00:00,ETHUSDT,0,0,0
2025-12-14T06:26:06.570314+00:00,BTCUSDT,0,1,0
2025-12-14T06:26:06.570314+00:00,ETHUSDT,0,0,0
2025-12-14T06:26:18.326612+00:00,BTCUSDT,0,1,0
2025-12-14T06:26:18.326612+00:00,ETHUSDT,0,0,0
2025-12-14T06:26:30.544322+00:00,BTCUSDT,0,1,0
2025-12-14T06:26:30.544322+00:00,ETHUSDT,0,0,0
2025-12-14T06:26:42.291141+00:00,BTCUSDT,0,1,0
2025-12-14T06:26:42.291141+00:00,ETHUSDT,0,0,0
2025-12-14T06:26:54.038913+00:00,BTCUSDT,0,1,0
2025-12-14T06:26:54.038913+00:00,ETHUSDT,0,0,0
2025-12-14T06:27:05.789162+00:00,BTCUSDT,0,1,0
2025-12-14T06:27:05.789162+00:00,ETHUSDT,0,0,0
2025-12-14T06:27:17.550442+00:00,BTCUSDT,0,0,0
2025-12-14T06:27:17.550442+00:00,ETHUSDT,0,0,0
2025-12-14T06:27:29.343587+00:00,BTCUSDT,0,0,0
2025-12-14T06:27:29.343587+00:00,ETHUSDT,0,0,0
2025-12-14T06:27:41.101475+00:00,BTCUSDT,0,0,0
2025-12-14T06:27:41.101475+00:00,ETHUSDT,0,0,0
2025-12-14T06:27:53.014287+00:00,BTCUSDT,0,0,0
2025-12-14T06:27:53.014287+00:00,ETHUSDT,0,0,0
2025-12-14T06:28:04.758548+00:00,BTCUSDT,0,1,0
2025-12-14T06:28:04.758548+00:00,ETHUSDT,0,1,0
2025-12-14T06:28:16.531580+00:00,BTCUSDT,0,1,0
2025-12-14T06:28:16.531580+00:00,ETHUSDT,0,1,0
2025-12-14T06:28:28.288841+00:00,BTCUSDT,0,0,0
2025-12-14T06:28:28.288841+00:00,ETHUSDT,0,1,0
2025-12-14T06:28:40.214927+00:00,BTCUSDT,0,0,0
2025-12-14T06:28:40.214927+00:00,ETHUSDT,0,1,0
2025-12-14T06:28:51.987837+00:00,BTCUSDT,0,0,0
2025-12-14T06:28:51.987837+00:00,ETHUSDT,0,1,0
2025-12-14T06:29:03.893014+00:00,BTCUSDT,0,0,0
2025-12-14T06:29:03.893014+00:00,ETHUSDT,0,1,0
2025-12-14T06:29:16.163620+00:00,BTCUSDT,0,0,0
2025-12-14T06:29:16.163620+00:00,ETHUSDT,0,1,0
2025-12-14T06:29:27.937083+00:00,BTCUSDT,0,0,0
2025-12-14T06:29:27.937083+00:00,ETHUSDT,0,1,0
2025-12-14T06:29:39.727237+00:00,BTCUSDT,0,0,0
2025-12-14T06:29:39.727237+00:00,ETHUSDT,0,1,0
2025-12-14T06:29:51.661653+00:00,BTCUSDT,0,0,0
2025-12-14T06:29:51.661653+00:00,ETHUSDT,0,1,0
2025-12-14T06:30:03.417655+00:00,BTCUSDT,0,0,0
2025-12-14T06:30:03.417655+00:00,ETHUSDT,0,1,0
2025-12-14T06:30:15.191310+00:00,BTCUSDT,0,0,0
2025-12-14T06:30:15.191310+00:00,ETHUSDT,0,1,0
2025-12-14T06:30:26.964425+00:00,BTCUSDT,0,0,0
2025-12-14T06:30:26.964425+00:00,ETHUSDT,0,1,0
2025-12-14T06:30:38.873475+00:00,BTCUSDT,0,1,0
2025-12-14T06:30:38.873475+00:00,ETHUSDT,0,1,0
2025-12-14T06:30:50.820987+00:00,BTCUSDT,0,1,0
2025-12-14T06:30:50.820987+00:00,ETHUSDT,0,1,0
2025-12-14T06:31:02.579150+00:00,BTCUSDT,0,1,0
2025-12-14T06:31:02.579150+00:00,ETHUSDT,0,1,0
2025-12-14T06:31:14.487943+00:00,BTCUSDT,0,0,0
2025-12-14T06:31:14.487943+00:00,ETHUSDT,0,1,0
2025-12-14T06:31:26.362658+00:00,BTCUSDT,0,1,0
2025-12-14T06:31:26.362658+00:00,ETHUSDT,0,1,0
2025-12-14T06:31:38.123526+00:00,BTCUSDT,0,1,0
2025-12-14T06:31:38.123526+00:00,ETHUSDT,0,1,0
2025-12-14T06:31:49.873110+00:00,BTCUSDT,0,0,0
2025-12-14T06:31:49.873110+00:00,ETHUSDT,0,0,0
2025-12-14T06:32:01.952687+00:00,BTCUSDT,0,0,0
2025-12-14T06:32:01.952687+00:00,ETHUSDT,0,0,0
2025-12-14T06:32:13.712821+00:00,BTCUSDT,0,0,0
2025-12-14T06:32:13.712821+00:00,ETHUSDT,0,0,0
2025-12-14T06:32:25.467393+00:00,BTCUSDT,0,0,0
2025-12-14T06:32:25.467393+00:00,ETHUSDT,0,0,0
2025-12-14T06:32:37.376990+00:00,BTCUSDT,0,0,0
2025-12-14T06:32:37.376990+00:00,ETHUSDT,0,0,0
2025-12-14T06:32:49.127044+00:00,BTCUSDT,0,0,0
2025-12-14T06:32:49.127044+00:00,ETHUSDT,0,0,0
2025-12-14T06:33:00.869390+00:00,BTCUSDT,0,0,0
