timestamp,pair,event,price,version,metrics_json
2025-12-14T06:05:30.720507+00:00,BTCUSDT,vol_spike,,0.2.0,"{""short_vol"": 0.0001079645275944227, ""long_vol"": 9.136154717836423e-05, ""ratio"": 1.181728319285625, ""rolling_mean"": 90193.75516666664, ""rolling_std"": 25.39644313089072, ""history_length"": 60}"
2025-12-14T06:05:42.484942+00:00,BTCUSDT,vol_spike,,0.2.0,"{""short_vol"": 0.0001079653692385418, ""long_vol"": 9.136177570933397e-05, ""ratio"": 1.1817345755409998, ""rolling_mean"": 90194.71866666662, ""rolling_std"": 25.113534973596476, ""history_length"": 60}"
2025-12-14T06:05:54.672616+00:00,BTCUSDT,vol_spike,,0.2.0,"{""short_vol"": 0.00010796452735842329, ""long_vol"": 9.136200202604555e-05, ""ratio"": 1.181722433442786, ""rolling_mean"": 90195.68216666664, ""rolling_std"": 24.78934893557532, ""history_length"": 60}"
2025-12-14T06:06:06.445368+00:00,BTCUSDT,vol_spike,,0.2.0,"{""short_vol"": 0.00010798522704277892, ""long_vol"": 9.136200217028737e-05, ""ratio"": 1.1819489993390024, ""rolling_mean"": 90196.64566666663, ""rolling_std"": 24.42264247884965, ""history_length"": 60}"
2025-12-14T06:11:38.039578+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 9.017576902586489e-05, ""long_vol"": 8.685020076462344e-05, ""ratio"": 1.0382908528934114, ""rolling_mean"": 3110.8603333333335, ""rolling_std"": 0.5452381431708447, ""history_length"": 60}"
2025-12-14T06:11:49.798799+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 9.619969312413666e-05, ""long_vol"": 8.795027540213538e-05, ""ratio"": 1.0937963830617066, ""rolling_mean"": 3110.8605000000002, ""rolling_std"": 0.5454757680771499, ""history_length"": 60}"
2025-12-14T06:12:01.563910+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 9.337084009925226e-05, ""long_vol"": 8.795027540213537e-05, ""ratio"": 1.0616321514893776, ""rolling_mean"": 3110.865833333333, ""rolling_std"": 0.5514765746878253, ""history_length"": 60}"
2025-12-14T06:14:58.804860+00:00,BTCUSDT,vol_spike,,0.2.0,"{""short_vol"": 3.667359515551853e-05, ""long_vol"": 3.62875594461391e-05, ""ratio"": 1.0106382384285837, ""rolling_mean"": 90204.12666666674, ""rolling_std"": 13.264369587922038, ""history_length"": 60}"
2025-12-14T06:14:58.804860+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 7.265543615576437e-05, ""long_vol"": 6.462814875587156e-05, ""ratio"": 1.1242072928657656, ""rolling_mean"": 3110.9273333333326, ""rolling_std"": 0.5675217211304151, ""history_length"": 60}"
2025-12-14T06:15:11.308558+00:00,BTCUSDT,vol_spike,,0.2.0,"{""short_vol"": 3.673102446561295e-05, ""long_vol"": 3.628646397082116e-05, ""ratio"": 1.0122514140575747, ""rolling_mean"": 90203.77916666673, ""rolling_std"": 13.146834805210654, ""history_length"": 60}"
2025-12-14T06:15:11.308558+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 7.361902084569472e-05, ""long_vol"": 6.603090448460135e-05, ""ratio"": 1.1149176498538338, ""rolling_mean"": 3110.9359999999997, ""rolling_std"": 0.5681167223111093, ""history_length"": 60}"
2025-12-14T06:15:23.095476+00:00,BTCUSDT,vol_spike,,0.2.0,"{""short_vol"": 3.6744312684368265e-05, ""long_vol"": 3.628463031038065e-05, ""ratio"": 1.0126687903405784, ""rolling_mean"": 90203.43033333338, ""rolling_std"": 13.019661008197655, ""history_length"": 60}"
2025-12-14T06:17:21.965790+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 9.586043183365577e-05, ""long_vol"": 8.216116868981182e-05, ""ratio"": 1.166736468848972, ""rolling_mean"": 3111.011333333334, ""rolling_std"": 0.6094550682585302, ""history_length"": 60}"
2025-12-14T06:17:33.736786+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 9.978293780798765e-05, ""long_vol"": 8.380104751446282e-05, ""ratio"": 1.1907122973703472, ""rolling_mean"": 3111.0330000000004, ""rolling_std"": 0.6352239695772257, ""history_length"": 60}"
2025-12-14T06:17:45.660283+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 9.961333786272103e-05, ""long_vol"": 8.245864968083837e-05, ""ratio"": 1.2080398872438611, ""rolling_mean"": 3111.0546666666664, ""rolling_std"": 0.6592637564472958, ""history_length"": 60}"
2025-12-14T06:17:57.417725+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 9.973521998796597e-05, ""long_vol"": 8.25656548627687e-05, ""ratio"": 1.2079504505079575, ""rolling_mean"": 3111.084, ""rolling_std"": 0.6850342067421268, ""history_length"": 60}"
2025-12-14T06:18:09.509036+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 9.976217062455002e-05, ""long_vol"": 8.255815620808475e-05, ""ratio"": 1.208386611410061, ""rolling_mean"": 3111.1131666666665, ""rolling_std"": 0.7087168918322791, ""history_length"": 60}"
2025-12-14T06:18:21.258601+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 9.972946648918029e-05, ""long_vol"": 8.256349693496542e-05, ""ratio"": 1.2079123364619155, ""rolling_mean"": 3111.1424999999995, ""rolling_std"": 0.7303647219839523, ""history_length"": 60}"
2025-12-14T06:18:33.037708+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 0.00010344742569285919, ""long_vol"": 8.394674555317666e-05, ""ratio"": 1.232298226824406, ""rolling_mean"": 3111.1788333333325, ""rolling_std"": 0.7654091443092013, ""history_length"": 60}"
2025-12-14T06:18:45.040787+00:00,BTCUSDT,vol_spike,,0.2.0,"{""short_vol"": 4.558843941860097e-05, ""long_vol"": 4.512603462533455e-05, ""ratio"": 1.0102469626925035, ""rolling_mean"": 90198.34283333334, ""rolling_std"": 11.28329545137076, ""history_length"": 60}"
2025-12-14T06:18:45.040787+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 0.00013085877604013848, ""long_vol"": 9.632347592260745e-05, ""ratio"": 1.3585346125307909, ""rolling_mean"": 3111.236833333332, ""rolling_std"": 0.8516494298785684, ""history_length"": 60}"
2025-12-14T06:18:56.917029+00:00,BTCUSDT,vol_spike,,0.2.0,"{""short_vol"": 4.557117611537768e-05, ""long_vol"": 4.512596616615433e-05, ""ratio"": 1.0098659372208028, ""rolling_mean"": 90198.49116666667, ""rolling_std"": 11.572284261224324, ""history_length"": 60}"
2025-12-14T06:18:56.917029+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 0.00012709920444258941, ""long_vol"": 9.42729381223213e-05, ""ratio"": 1.348204553439029, ""rolling_mean"": 3111.300999999999, ""rolling_std"": 0.94644687907738, ""history_length"": 60}"
2025-12-14T06:19:08.947826+00:00,BTCUSDT,vol_spike,,0.2.0,"{""short_vol"": 4.555361466003183e-05, ""long_vol"": 4.51261077048118e-05, ""ratio"": 1.0094736057897244, ""rolling_mean"": 90198.63933333335, ""rolling_std"": 11.851968851195096, ""history_length"": 60}"
2025-12-14T06:19:08.947826+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 0.0001266273429059058, ""long_vol"": 9.461806716915512e-05, ""ratio"": 1.3382998268134725, ""rolling_mean"": 3111.359166666666, ""rolling_std"": 1.0464683005016835, ""history_length"": 60}"
2025-12-14T06:19:20.902725+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 0.00012678776407883122, ""long_vol"": 9.464405836446761e-05, ""ratio"": 1.3396272969464227, ""rolling_mean"": 3111.417166666666, ""rolling_std"": 1.1336832004004063, ""history_length"": 60}"
2025-12-14T06:19:32.837915+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 0.0001338520753742811, ""long_vol"": 9.681118959606039e-05, ""ratio"": 1.3826095509493466, ""rolling_mean"": 3111.467999999999, ""rolling_std"": 1.1933272101601131, ""history_length"": 60}"
2025-12-14T06:19:44.598364+00:00,BTCUSDT,vol_spike,,0.2.0,"{""short_vol"": 5.4475568861392436e-05, ""long_vol"": 4.802193829025703e-05, ""ratio"": 1.13438921461537, ""rolling_mean"": 90198.8965, ""rolling_std"": 12.336290658191142, ""history_length"": 60}"
2025-12-14T06:19:44.598364+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 0.00015496194351983142, ""long_vol"": 0.00010497008187806851, ""ratio"": 1.476248667690215, ""rolling_mean"": 3111.5033333333326, ""rolling_std"": 1.2184856768271024, ""history_length"": 60}"
2025-12-14T06:19:56.875681+00:00,BTCUSDT,vol_spike,,0.2.0,"{""short_vol"": 5.5996069196714585e-05, ""long_vol"": 4.838324513429953e-05, ""ratio"": 1.1573442219777488, ""rolling_mean"": 90198.7885, ""rolling_std"": 12.212923111695657, ""history_length"": 60}"
2025-12-14T06:19:56.875681+00:00,ETHUSDT,vol_spike,,0.2.0,"{""short_vol"": 0.00015815960393458239, ""long_vol"": 0.00010531986802620208, ""ratio"": 1.501707198258495, ""rolling_mean"": 3111.533166666666, ""rolling_std"": 1.234238242620956, ""history_length"": 60}"
2025-12-14T06:20:09.152975+00:00,BTCUSDT,vol_spike,,0.2.0,"{""short_vol"": 7.038182163338556e-05, ""long_vol"": 5.350458227023459e-05, ""ratio"": 1.3154354009888238, ""rolling_mean"": 90198.415, ""rolling_std"": 12.023188964719056, ""history_length"": 60}"
